regime,method,expected_nll_mean,expected_nll_se,tv_to_truth_mean,js_to_truth_mean,marginal_distortion_mean
conditionals_reliable,j2,1.521726064046397,0.011292490419202644,0.13850008998829116,0.01782560157873855,0.06818866991679076
conditionals_reliable,selected_order,1.516008616778486,0.011417046797337781,0.12955857605710921,0.01648797891678879,0.07316926190382934
conditionals_reliable,soft_core_0.1,1.4881174501627663,0.011084830712300705,0.1069987302771479,0.010166753226281555,0.06615810790117786
conditionals_reliable,soft_core_1,1.5210247253906524,0.011290507885082792,0.14121165766059782,0.01794328123485632,0.04380134205895482
conditionals_reliable,soft_core_10,1.5925918639544494,0.011835658463952977,0.1883238124018503,0.033998972818112795,0.010981648507649888
conditionals_reliable,weighted_geometric,1.4833371295283062,0.011095733308448675,0.09980225687058847,0.009008952730271209,0.07131253646424252
j1_reliable,adaptive_soft,1.4490465689031207,0.010938158290770425,0.029616674629186386,0.0008165059960602118,0.06597138889355172
j1_reliable,arithmetic,1.4757622059621798,0.011293615198842338,0.09227406239343737,0.007631438972216428,0.05896230937050675
j1_reliable,geometric,1.4787102062606354,0.011338653427810317,0.09454906785235034,0.008069486109649698,0.05856258535267726
j1_reliable,hard_core,1.5497791767400773,0.011864862008872582,0.14731547517796367,0.024047125941414584,2.2451990758063804e-14
j1_reliable,independent,1.6804726412695707,0.021021755519458934,0.2380487285309548,0.05884935324861146,4.173978010662779e-17
j1_reliable,j1,1.448506924216437,0.011083324231487347,0.02742797951561693,0.0006822006505225085,0.06906285621672092
j1_reliable,j2,1.5725429269548368,0.01211381162777082,0.1825754264411002,0.02969918273301874,0.04886176252429262
j1_reliable,selected_order,1.448506924216437,0.011083324231487347,0.02742797951561693,0.0006822006505225085,0.06906285621672092
j1_reliable,soft_core_0.1,1.4805031153143189,0.01136303161249454,0.09693998380617772,0.00849789954227772,0.05458040905546917
j1_reliable,soft_core_1,1.4944150704022783,0.011513586518224352,0.11128875513340908,0.011751802937376892,0.03547388459666693
j1_reliable,soft_core_10,1.5313521989845125,0.011652328776356283,0.13743987290348395,0.020063067829310964,0.008947278080091246
j1_reliable,weighted_geometric,1.4498712886282477,0.010906837353333459,0.0322056197593714,0.001020577751865592,0.06829752222223633
j2_reliable,adaptive_soft,1.4502722742717495,0.010901524869837816,0.028752374096245314,0.0007584943439201411,0.060536405156591186
j2_reliable,arithmetic,1.4774995938606477,0.011048740458330918,0.09275386425410112,0.007699749085613726,0.05955996254395892
j2_reliable,geometric,1.4804396613181696,0.0111092430404132,0.09501284919983019,0.0081381235260231,0.05965340256344276
j2_reliable,hard_core,1.5445297737619845,0.011783300575169466,0.13549381620339793,0.022524465058666416,2.2306884346007666e-14
j2_reliable,independent,1.6741550292870149,0.021666553052396467,0.2273336149383335,0.0571455389585246,4.1506165557579733e-17
j2_reliable,j1,1.5748954329848366,0.011851984905572627,0.18342631431822584,0.029917097466175067,0.05637405585957002
j2_reliable,j2,1.4499958937632418,0.01086722422462946,0.02759297310784828,0.0006897340245157734,0.06274586922834785
j2_reliable,selected_order,1.4499958937632418,0.01086722422462946,0.02759297310784828,0.0006897340245157734,0.06274586922834785
j2_reliable,soft_core_0.1,1.4814408718604661,0.011128235703147112,0.09595364303162887,0.008378838461654903,0.055632297554160326
j2_reliable,soft_core_1,1.491928087581733,0.011245802853146166,0.10426157840124847,0.010835217352635018,0.03623305442615949
j2_reliable,soft_core_10,1.5263904780132849,0.011437305909777068,0.12611026436872858,0.018602101838413238,0.009107018659083397
j2_reliable,weighted_geometric,1.4499958937632418,0.010867224224629468,0.02759297310784828,0.0006897340245157742,0.06274586922834786
marginals_reliable,adaptive_soft,1.462837971446364,0.011569662093848769,0.0563465555723789,0.004115920496321318,0.010072393722208159
marginals_reliable,arithmetic,1.4746138667399027,0.011487503660450914,0.085042003602958,0.007133548979670915,0.042571690482526674
marginals_reliable,geometric,1.475490717163445,0.011528121684350013,0.08596209244006503,0.007222266616438993,0.04355711282666169
marginals_reliable,hard_core,1.4608148731853146,0.011424521613505885,0.05061782337127678,0.003612579746843263,2.2392343861862596e-14
marginals_reliable,independent,1.607634591104955,0.020768931492912295,0.18777184341228872,0.04296546113148113,4.167841675327822e-17
marginals_reliable,j1,1.5086269439905853,0.012059459585042967,0.118461781998125,0.014917174078913738,0.04672194313184867
marginals_reliable,j2,1.4993743777159956,0.011683856527723987,0.10402441068968156,0.012806165315694857,0.038421437833204716
marginals_reliable,selected_order,1.5010601799759316,0.011542009098938173,0.10673034558736036,0.013196543930922297,0.040062510375155694
marginals_reliable,soft_core_0.1,1.4728937508910214,0.011506486204781086,0.08151232441442742,0.006593324858793133,0.03980258309663156
marginals_reliable,soft_core_1,1.4640253807572339,0.011440619856586466,0.0634838491126785,0.0044322613754375845,0.023506961581982046
marginals_reliable,soft_core_10,1.4601803912995766,0.011427196233742356,0.050921323237821434,0.0034736255587084082,0.005250317067547424
marginals_reliable,weighted_geometric,1.4770794108845795,0.011722714858133075,0.08646829901430415,0.007594174488312769,0.042637947919244565
uniform_low_noise,adaptive_soft,1.4542146955107953,0.010854985851915078,0.04105740895493322,0.001560617925834697,0.021434692897302078
uniform_low_noise,arithmetic,1.4527738937335453,0.010719142715977882,0.03647463280226466,0.001204642339837482,0.023523899322420466
uniform_low_noise,geometric,1.452772412130014,0.010720223321304097,0.036469867428224875,0.001203161417088307,0.023516432507228034
uniform_low_noise,hard_core,1.4637258401543949,0.010734697953797218,0.05935841498916742,0.0038968603455235016,3.3058693552228125e-14
uniform_low_noise,independent,1.617841380783565,0.02061972097413079,0.19567297415663115,0.04487188272382129,4.1503235090185056e-17
uniform_low_noise,j1,1.4576440575912193,0.010746981904091601,0.0516833505067289,0.0024118200721154792,0.024989240675910126
uniform_low_noise,j2,1.4575718587965374,0.010754645817688757,0.05145610948617006,0.0023931640139558453,0.022058557968930838
uniform_low_noise,selected_order,1.4575988821926225,0.010755696870412465,0.05151479058446856,0.002399962688591428,0.02325885751820372
uniform_low_noise,soft_core_0.1,1.4529776366534832,0.010722880842579316,0.03716997151938391,0.001254191898270896,0.021935085897056183
uniform_low_noise,soft_core_1,1.4547948449107326,0.010739626054187363,0.042784637223024544,0.001705379349430152,0.014340371224987897
uniform_low_noise,soft_core_10,1.460408752180689,0.010743697948393091,0.05465963318464773,0.003089943169544869,0.0037115176507149113
uniform_low_noise,weighted_geometric,1.4539197879023402,0.010855569077846908,0.040226913716370785,0.0014876171636998671,0.02319342097640791
