Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Training Time,Best Epoch
0.8096539162112932,0.7657107265565543,0.7391543542742275,0.7510476656546241,0.8073485167704593,20.39327049255371,2
