dataset,model,fold,method,joint_nll,joint_brier,joint_ece_15,conditional_nll_a_given_b,conditional_nll_b_given_a,marginal_distortion,factorization_tv,selected_policy,selected_weight,selected_lambda,n_train,n_validation,n_test,stratification
anneal,catboost,5,j1_b_then_a,0.9381348908842498,0.4401612678304676,0.2075430339495526,0.1488852419139418,0.7892496489703082,0.0119247671977338,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,j2_a_then_b,0.8690462185553849,0.4070999599264574,0.1703900622960654,0.1528659398667989,0.716180278688586,0.040728178437425,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,independent,0.9421155888371072,0.4406028595733392,0.2043658977917198,0.1528659398667989,0.7892496489703082,5.3095413265688556e-17,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,arithmetic,0.8984344505676349,0.4209225395557464,0.186105090637983,0.1506108626099951,0.7477537085271067,0.0263264728175793,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,geometric,0.895556961281575,0.419307161544878,0.1948515930650959,0.1495343535625064,0.7460226077190686,0.0270377793744237,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,hard_core,0.9421155888371072,0.4406028595733392,0.2043658977917198,0.1528659398667989,0.7892496489703082,5.2638015474171234e-17,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,soft_core_lambda_1,0.9167670494590944,0.4287855659164016,0.1991145517326585,0.150856589334858,0.7659104601242364,0.0136904802216773,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
anneal,catboost,5,selective_core,0.9421155888371072,0.4406028595733392,0.2043658977917198,0.1528659398667989,0.7892496489703082,5.5170643986461604e-17,0.0883655315027482,mpr,0.0,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,j1_b_then_a,2.1690316575206814,0.8466002677092757,0.1071184445422228,0.5660511315565719,1.601466377954341,0.0283124974049192,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,j2_a_then_b,2.138139183821282,0.8453571511409415,0.0722676951488702,0.5031882361253809,1.6063730776027063,0.0496479399427952,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,independent,2.1347466321826847,0.8424335292525356,0.1074074703405942,0.5317661062185751,1.6029805259641094,5.3326178458617375e-17,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,arithmetic,2.1275489648737484,0.8415771461598993,0.1015228328886399,0.5211311720937922,1.58409133148196,0.0389802186738571,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,geometric,2.1345624564410715,0.8426818626957868,0.1023171571992611,0.5252120273486162,1.5907428108962738,0.0394778291417738,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,hard_core,2.118298805252389,0.8417016993593309,0.1218049935926227,0.5153182792882789,1.5865326990345776,1.85048487634512e-13,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,soft_core_lambda_1,2.1218843863873804,0.8415383417109887,0.124906888185847,0.5184318260286019,1.586017167920916,0.0199672288273956,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,1,selective_core,2.1275489648737484,0.8415771461598993,0.1015228328886399,0.5211311720937922,1.58409133148196,0.0389802186738571,0.1355343973264606,arithmetic,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,j1_b_then_a,2.1351811895028603,0.837984588281951,0.1254042310821262,0.5176990267302628,1.6219030814966495,0.0284745773697011,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,j2_a_then_b,2.113714333766373,0.833556786317805,0.1370380772587282,0.4927357268742506,1.6272770570118418,0.0449797645111607,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,independent,2.1039194395271283,0.8340879992673809,0.1279253009379905,0.4864372767545309,1.6174821627725977,5.021855850456794e-17,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,arithmetic,2.10238371477748,0.8324755028207811,0.096873325603302,0.4972042637197059,1.6090546092493467,0.0367271709404309,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,geometric,2.1081534594772684,0.8331144178751826,0.104558785847895,0.4991337698055998,1.6146561045263348,0.0360497844204373,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,hard_core,2.110483118090027,0.8352335401971789,0.0895830481063412,0.4930009553174294,1.624045841336064,1.5594403698656737e-13,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,soft_core_lambda_1,2.1054048075677376,0.8334952513620685,0.0789686155754163,0.4944564002640796,1.616982351980886,0.0178208832765179,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
diamonds,tabiclv2,2,selective_core,2.1351811895028603,0.837984588281951,0.1254042310821262,0.5176990267302628,1.6219030814966495,0.0284745773697011,0.1234180618554931,j1_b_then_a,,,256,52,128,"joint(A,B); seed=42; train-class coverage checked"
