dataset,model,method,joint_nll_mean,joint_nll_sd,joint_brier_mean,factorization_tv_mean,marginal_distortion_mean,n_folds
marketing,tabiclv2,hard_core,1.7620314440416949,0.10758248494462143,0.7714072922393957,0.060030504526716634,2.5431388265626184e-13,5
marketing,tabiclv2,independent,1.7675615827199145,0.10744596105898824,0.773816946771336,0.060030504526716634,1.839540924610995e-17,5
marketing,tabiclv2,j1_b_then_a,1.7640775275038294,0.09928938468012503,0.7719557996417459,0.060030504526716634,0.013098952538593642,5
marketing,tabiclv2,j2_a_then_b,1.7584506238018167,0.11085987081900901,0.7705532536080644,0.060030504526716634,0.02197646267929082,5
marketing,tabiclv2,selective_core,1.757773492432646,0.10411077580673056,0.7702405670552536,0.060030504526716634,0.0038796606414053295,5
marketing,tabiclv2,soft_core_lambda_1,1.7581482667847417,0.1060929241742836,0.7705732367440662,0.060030504526716634,0.00883052009020854,5
marketing,tabpfn3,arithmetic,1.7250073905267709,0.08786904098537096,0.7635109462780809,0.02341513923814078,0.00583768897476512,5
marketing,tabpfn3,geometric,1.724873814372928,0.08782095502737622,0.7634847710615839,0.02341513923814078,0.0057450595778442805,5
marketing,tabpfn3,hard_core,1.722285582019031,0.09196453778202941,0.7637935332584135,0.02341513923814078,3.5019445086461526e-14,5
marketing,tabpfn3,independent,1.7258929548853814,0.09116689527141895,0.7647441917740188,0.02341513923814078,1.6372391819962487e-17,5
marketing,tabpfn3,j1_b_then_a,1.7280002993131731,0.08707858868962999,0.7640784453381428,0.02341513923814078,0.0072396694092974195,5
marketing,tabpfn3,j2_a_then_b,1.724034367412354,0.08910049321774648,0.7632902319322467,0.02341513923814078,0.004435708540232839,5
marketing,tabpfn3,selective_core,1.7213803359712958,0.09022156704348001,0.7640980134927207,0.02341513923814078,0.00464413822593438,5
marketing,tabpfn3,soft_core_lambda_1,1.7235131047568941,0.08957953700847399,0.7635953806245711,0.02341513923814078,0.00289098212872764,5
mic,catboost,arithmetic,1.0096034101240787,0.08707611603430282,0.4544820157914165,0.04044151648594298,0.012506175044963899,5
mic,catboost,geometric,1.0094375921521161,0.0878819962103702,0.4545106509363174,0.04044151648594298,0.01248940623359288,5
mic,catboost,hard_core,1.0137866024507818,0.08617921755720157,0.45650124963756217,0.04044151648594298,2.460563355713777e-14,5
mic,catboost,independent,1.013911571149632,0.08640324766078188,0.4565496430412238,0.04044151648594298,4.7175669403917706e-17,5
mic,catboost,j1_b_then_a,1.0145458774258216,0.08532966547769587,0.4566313049469398,0.04044151648594298,0.012620207144316758,5
mic,catboost,j2_a_then_b,1.009165774232485,0.09161300718109382,0.4538719313676943,0.04044151648594298,0.01239214294561112,5
mic,catboost,selective_core,1.0145789807338172,0.08529797948133577,0.456174022492258,0.04044151648594298,0.012808615358664779,5
mic,catboost,soft_core_lambda_1,1.011016598335847,0.0869329318130074,0.4553279612990043,0.04044151648594298,0.0062411492913745596,5
