dataset,model,fold,family,selected_kind,selected_weight,selected_penalty,joint_nll,marginal_distortion
credit,tabiclv2,5,full,hard,1.0,,1.7431643066870317,1.0210408907251889e-13
credit,tabpfn3,1,raw_only,j1,0.5,,1.748526777772016,0.011015852424234
credit,tabpfn3,1,pool_only,geometric,1.0,,1.748526777772016,0.011015852424234
credit,tabpfn3,1,repair_only,soft,1.0,0.03,1.7485349872417697,0.0107525991193565
credit,tabpfn3,1,full,j1,0.5,,1.748526777772016,0.011015852424234
credit,tabpfn3,2,raw_only,j1,0.5,,1.7638886961967375,0.0127915115811488
credit,tabpfn3,2,pool_only,geometric,0.5,,1.7583541519986272,0.0158639446960878
credit,tabpfn3,2,repair_only,soft,0.5,0.03,1.758640431513315,0.0154738275709812
credit,tabpfn3,2,full,geometric,0.5,,1.7583541519986272,0.0158639446960878
credit,tabpfn3,3,raw_only,j1,0.5,,1.6500612589806392,0.0144949786791916
credit,tabpfn3,3,pool_only,geometric,0.75,,1.645001164597765,0.0162233945300942
credit,tabpfn3,3,repair_only,soft,0.75,0.03,1.6450358325900225,0.0158455413312279
credit,tabpfn3,3,full,geometric,0.75,,1.645001164597765,0.0162233945300942
credit,tabpfn3,4,raw_only,j2,0.5,,1.7027049456453742,0.0277131245520829
credit,tabpfn3,4,pool_only,geometric,0.0,,1.7027049456453742,0.0277131245520829
credit,tabpfn3,4,repair_only,soft,0.0,0.03,1.7030093167942315,0.0271655805382795
credit,tabpfn3,4,full,j2,0.5,,1.7027049456453742,0.0277131245520829
credit,tabpfn3,5,raw_only,j2,0.5,,1.7386563203250558,0.0115102512179194
credit,tabpfn3,5,pool_only,geometric,0.0,,1.7386563203250558,0.0115102512179194
credit,tabpfn3,5,repair_only,soft,0.0,0.03,1.7386890109177704,0.0112455652228872
credit,tabpfn3,5,full,j2,0.5,,1.7386563203250558,0.0115102512179194
credit,catboost,1,raw_only,j2,0.5,,1.725384152406083,0.0240297433860799
credit,catboost,1,pool_only,geometric,0.0,,1.725384152406083,0.0240297433860799
credit,catboost,1,repair_only,soft,0.0,0.03,1.7255084839323227,0.02337835220721
credit,catboost,1,full,j2,0.5,,1.725384152406083,0.0240297433860799
credit,catboost,2,raw_only,j2,0.5,,1.7799260034612745,0.0230167060384688
credit,catboost,2,pool_only,geometric,0.25,,1.7785580804101062,0.0216477357131142
credit,catboost,2,repair_only,hard,1.0,,1.769729805712403,3.664498988541903e-14
credit,catboost,2,full,hard,1.0,,1.769729805712403,3.664498988541903e-14
credit,catboost,3,raw_only,j1,0.5,,1.6751646980897403,0.0231390271325532
credit,catboost,3,pool_only,geometric,1.0,,1.6751646980897403,0.0231390271325532
credit,catboost,3,repair_only,soft,1.0,0.03,1.6742642500475533,0.0226079363747134
credit,catboost,3,full,j1,0.5,,1.6751646980897403,0.0231390271325532
credit,catboost,4,raw_only,j1,0.5,,1.7695031949900293,0.014186740716096
credit,catboost,4,pool_only,geometric,0.5,,1.764824960592031,0.0196820991994289
credit,catboost,4,repair_only,soft,0.5,0.03,1.7648937645589828,0.0191499737236224
credit,catboost,4,full,geometric,0.5,,1.764824960592031,0.0196820991994289
credit,catboost,5,raw_only,j1,0.5,,1.7810781796360826,0.0192970221586549
credit,catboost,5,pool_only,geometric,0.75,,1.7731378447632613,0.019784466167197
credit,catboost,5,repair_only,soft,1.0,3.0,1.7649907391083344,0.0055024914433608
credit,catboost,5,full,soft,1.0,3.0,1.7649907391083344,0.0055024914433608
mic,tabiclv2,1,raw_only,j2,0.5,,1.0002306068167617,0.0090460950426215
mic,tabiclv2,1,pool_only,geometric,0.0,,1.000230606816762,0.0090460950426215
mic,tabiclv2,1,repair_only,soft,0.0,3.0,1.00116853901778,0.002275078774261
mic,tabiclv2,1,full,soft,0.0,3.0,1.00116853901778,0.002275078774261
mic,tabiclv2,2,raw_only,j2,0.5,,0.9353348581987824,0.0119447466126637
mic,tabiclv2,2,pool_only,geometric,0.0,,0.9353348581987824,0.0119447466126637
mic,tabiclv2,2,repair_only,soft,0.0,0.03,0.9355766350182528,0.0115880653718494
mic,tabiclv2,2,full,j2,0.5,,0.9353348581987824,0.0119447466126637
mic,tabiclv2,3,raw_only,j2,0.5,,0.9986209717190244,0.0148534231772318
mic,tabiclv2,3,pool_only,geometric,0.25,,1.0021079905700767,0.0147501013962694
mic,tabiclv2,3,repair_only,hard,1.0,,1.0164655098578192,2.0350292358419813e-13
mic,tabiclv2,3,full,hard,1.0,,1.0164655098578192,2.0350292358419813e-13
mic,tabiclv2,4,raw_only,j2,0.5,,1.1093390891651955,0.0115016419687138
mic,tabiclv2,4,pool_only,geometric,0.0,,1.109339089165196,0.0115016419687138
mic,tabiclv2,4,repair_only,soft,0.0,0.1,1.1103359149884635,0.0104529227589768
mic,tabiclv2,4,full,soft,0.0,0.1,1.1103359149884635,0.0104529227589768
mic,tabiclv2,5,raw_only,j2,0.5,,0.9395473444313044,0.0098631028569114
mic,tabiclv2,5,pool_only,geometric,0.0,,0.9395473444313044,0.0098631028569114
mic,tabiclv2,5,repair_only,soft,0.0,0.03,0.9394359478883298,0.0095863937148394
mic,tabiclv2,5,full,j2,0.5,,0.9395473444313044,0.0098631028569114
mic,tabpfn3,1,raw_only,j2,0.5,,0.9908297428512728,0.004761522489037
mic,tabpfn3,1,pool_only,geometric,0.0,,0.9908297428512728,0.004761522489037
mic,tabpfn3,1,repair_only,hard,1.0,,0.9904818612819954,9.526977139152689e-14
mic,tabpfn3,1,full,hard,1.0,,0.9904818612819954,9.526977139152689e-14
mic,tabpfn3,2,raw_only,j1,0.5,,0.9091780065706812,0.0038718339049522
mic,tabpfn3,2,pool_only,geometric,1.0,,0.9091780065706812,0.0038718339049522
mic,tabpfn3,2,repair_only,soft,1.0,0.03,0.9091631197700308,0.0037629133901163
mic,tabpfn3,2,full,j1,0.5,,0.9091780065706812,0.0038718339049522
mic,tabpfn3,3,raw_only,j2,0.5,,0.9635452694713348,0.0068639228512212
mic,tabpfn3,3,pool_only,geometric,0.0,,0.9635452694713348,0.0068639228512212
mic,tabpfn3,3,repair_only,soft,0.0,0.03,0.96334157146531,0.0066712007863366
mic,tabpfn3,3,full,geometric,0.0,,0.9635452694713348,0.0068639228512212
mic,tabpfn3,4,raw_only,j1,0.5,,1.1324434596328523,0.004013847215515
mic,tabpfn3,4,pool_only,geometric,1.0,,1.1324434596328523,0.004013847215515
mic,tabpfn3,4,repair_only,soft,1.0,0.03,1.1324567012786122,0.00390178876298
mic,tabpfn3,4,full,j1,0.5,,1.1324434596328523,0.004013847215515
mic,tabpfn3,5,raw_only,j1,0.5,,0.9224516443313392,0.0048423279492063
mic,tabpfn3,5,pool_only,geometric,0.75,,0.9262217319343826,0.0049525950800933
mic,tabpfn3,5,repair_only,soft,1.0,1.0,0.9271549126648212,0.0024536351322671
mic,tabpfn3,5,full,soft,1.0,1.0,0.9271549126648212,0.0024536351322671
mic,catboost,1,raw_only,j1,0.5,,1.0230435181188164,0.0120438094537384
mic,catboost,1,pool_only,geometric,1.0,,1.0230435181188164,0.0120438094537384
mic,catboost,1,repair_only,soft,1.0,0.03,1.0228473066019717,0.0117333881760917
mic,catboost,1,full,j1,0.5,,1.0230435181188164,0.0120438094537384
mic,catboost,2,raw_only,j1,0.5,,0.959444872799605,0.0125742570225964
mic,catboost,2,pool_only,geometric,1.0,,0.959444872799605,0.0125742570225964
mic,catboost,2,repair_only,soft,1.0,0.03,0.9590099634375662,0.0122017546055496
mic,catboost,2,full,j1,0.5,,0.959444872799605,0.0125742570225964
mic,catboost,3,raw_only,j2,0.5,,0.9493162850198654,0.0105262206208553
mic,catboost,3,pool_only,geometric,0.0,,0.9493162850198656,0.0105262206208553
mic,catboost,3,repair_only,soft,0.0,0.03,0.9494595757688284,0.0102217933535835
mic,catboost,3,full,j2,0.5,,0.9493162850198654,0.0105262206208553
mic,catboost,4,raw_only,j1,0.5,,1.1584880709350087,0.0135317842625004
mic,catboost,4,pool_only,geometric,1.0,,1.1584880709350087,0.0135317842625004
mic,catboost,4,repair_only,soft,1.0,0.03,1.1581865268562148,0.0131142949182524
mic,catboost,4,full,j1,0.5,,1.1584880709350087,0.0135317842625004
mic,catboost,5,raw_only,j1,0.5,,0.9826021567957904,0.0153670054336334
mic,catboost,5,pool_only,geometric,1.0,,0.9826021567957904,0.0153670054336334
mic,catboost,5,repair_only,soft,1.0,0.03,0.982322965471679,0.0149135543660481
mic,catboost,5,full,j1,0.5,,0.9826021567957904,0.0153670054336334
customer,tabiclv2,1,raw_only,j1,0.5,,1.4130115651969022,0.0070407290891029
customer,tabiclv2,1,pool_only,geometric,1.0,,1.4130115651969022,0.0070407290891029
customer,tabiclv2,1,repair_only,hard,0.0,,1.420698278966582,5.055948132490391e-15
customer,tabiclv2,1,full,hard,0.0,,1.420698278966582,5.055948132490391e-15
customer,tabiclv2,2,raw_only,j1,0.5,,1.4659377161054894,0.0084486464265221
customer,tabiclv2,2,pool_only,geometric,1.0,,1.4659377161054894,0.0084486464265221
customer,tabiclv2,2,repair_only,soft,1.0,0.03,1.4660022349683586,0.0082367586788243
customer,tabiclv2,2,full,geometric,1.0,,1.4659377161054894,0.0084486464265221
customer,tabiclv2,3,raw_only,j1,0.5,,1.3553341433012165,0.0109352410792504
customer,tabiclv2,3,pool_only,geometric,1.0,,1.3553341433012165,0.0109352410792504
customer,tabiclv2,3,repair_only,hard,0.0,,1.3612247501179215,1.477392257739473e-13
customer,tabiclv2,3,full,hard,0.0,,1.3612247501179215,1.477392257739473e-13
customer,tabiclv2,4,raw_only,j2,0.5,,1.5216972945308331,0.0252501054905978
customer,tabiclv2,4,pool_only,geometric,0.25,,1.51929004450811,0.0212007222222051
customer,tabiclv2,4,repair_only,soft,0.25,0.3,1.5161425194470928,0.016411341062336
customer,tabiclv2,4,full,soft,0.25,0.3,1.5161425194470928,0.016411341062336
customer,tabiclv2,5,raw_only,j2,0.5,,1.4083707422773115,0.028071893245075
customer,tabiclv2,5,pool_only,geometric,0.0,,1.4083707422773115,0.028071893245075
customer,tabiclv2,5,repair_only,soft,0.0,1.0,1.4122783779687595,0.0140793649000752
customer,tabiclv2,5,full,soft,0.0,1.0,1.4122783779687595,0.0140793649000752
customer,tabpfn3,1,raw_only,j2,0.5,,1.4028016836593524,0.0035416657284037
customer,tabpfn3,1,pool_only,geometric,0.0,,1.4028016836593524,0.0035416657284037
customer,tabpfn3,1,repair_only,hard,0.0,,1.4048459605573775,3.787630008150245e-14
customer,tabpfn3,1,full,hard,0.0,,1.4048459605573775,3.787630008150245e-14
customer,tabpfn3,2,raw_only,j1,0.5,,1.4531429323909673,0.0017360100734101
customer,tabpfn3,2,pool_only,geometric,1.0,,1.4531429323909673,0.0017360100734101
customer,tabpfn3,2,repair_only,soft,1.0,0.03,1.4531214075564027,0.0016875834846129
customer,tabpfn3,2,full,j1,0.5,,1.4531429323909673,0.0017360100734101
customer,tabpfn3,3,raw_only,j1,0.5,,1.3287497759349485,0.001903424064546
customer,tabpfn3,3,pool_only,geometric,1.0,,1.3287497759349485,0.001903424064546
customer,tabpfn3,3,repair_only,soft,1.0,0.03,1.328782819294819,0.0018490501337765
customer,tabpfn3,3,full,j1,0.5,,1.3287497759349485,0.001903424064546
customer,tabpfn3,4,raw_only,j1,0.5,,1.501546394052336,0.0028142723556428
customer,tabpfn3,4,pool_only,geometric,0.75,,1.5007811289085031,0.003532197411893
customer,tabpfn3,4,repair_only,hard,1.0,,1.499928260297234,8.148419793250973e-13
customer,tabpfn3,4,full,hard,1.0,,1.499928260297234,8.148419793250973e-13
customer,tabpfn3,5,raw_only,j1,0.5,,1.4197448430295416,0.0021958421864684
customer,tabpfn3,5,pool_only,geometric,1.0,,1.4197448430295414,0.0021958421864685
customer,tabpfn3,5,repair_only,hard,1.0,,1.4191159181386357,1.228344733735084e-14
customer,tabpfn3,5,full,hard,1.0,,1.4191159181386357,1.228344733735084e-14
customer,catboost,1,raw_only,j2,0.5,,1.4466603777767182,0.0197382499721184
customer,catboost,1,pool_only,geometric,0.0,,1.4466603777767184,0.0197382499721184
customer,catboost,1,repair_only,soft,0.0,0.03,1.4465346227524345,0.0191591277400245
customer,catboost,1,full,j2,0.5,,1.4466603777767182,0.0197382499721184
customer,catboost,2,raw_only,j1,0.5,,1.4722417189558497,0.008302360625184
customer,catboost,2,pool_only,geometric,0.75,,1.4704043584090094,0.0116463850535284
customer,catboost,2,repair_only,soft,0.75,0.03,1.4703577964501533,0.011308615375741
customer,catboost,2,full,geometric,0.75,,1.4704043584090094,0.0116463850535284
customer,catboost,3,raw_only,j1,0.5,,1.3527297360407693,0.0072021708326589
customer,catboost,3,pool_only,geometric,1.0,,1.352729736040769,0.0072021708326589
customer,catboost,3,repair_only,soft,1.0,0.03,1.352599943992165,0.0070039306454901
customer,catboost,3,full,j1,0.5,,1.3527297360407693,0.0072021708326589
customer,catboost,4,raw_only,j2,0.5,,1.4918977765197603,0.0173888506297504
customer,catboost,4,pool_only,geometric,0.25,,1.4922513387330176,0.0149864398883973
customer,catboost,4,repair_only,soft,0.0,10.0,1.50160979692446,0.0015866604189557
customer,catboost,4,full,soft,0.0,10.0,1.50160979692446,0.0015866604189557
customer,catboost,5,raw_only,j1,0.5,,1.4483781968699652,0.009615637780913
customer,catboost,5,pool_only,geometric,1.0,,1.4483781968699652,0.009615637780913
customer,catboost,5,repair_only,hard,0.0,,1.451996608441942,1.0891697530587396e-12
customer,catboost,5,full,hard,0.0,,1.451996608441942,1.0891697530587396e-12
marketing,tabiclv2,1,raw_only,j1,0.5,,1.7512232420075762,0.017008090035363674
marketing,tabiclv2,1,pool_only,geometric,1.0,,1.7512232420075762,0.017008090035363695
marketing,tabiclv2,1,repair_only,soft,1.0,0.03,1.7520317761844773,0.016606840592606503
marketing,tabiclv2,1,full,j1,0.5,,1.7512232420075762,0.017008090035363674
marketing,tabiclv2,2,raw_only,j1,0.5,,1.9033712139306858,0.008858859432221589
marketing,tabiclv2,2,pool_only,geometric,1.0,,1.9033712139306858,0.008858859432221599
marketing,tabiclv2,2,repair_only,soft,1.0,3.0,1.9051651205199274,0.002390213171132514
marketing,tabiclv2,2,full,soft,1.0,3.0,1.9051651205199274,0.002390213171132514
marketing,tabiclv2,3,raw_only,j1,0.5,,1.7437516000583666,0.01578384810660522
marketing,tabiclv2,3,pool_only,geometric,1.0,,1.7437516000583666,0.01578384810660523
marketing,tabiclv2,3,repair_only,hard,0.0,,1.7282050156391797,9.943337491982653e-14
marketing,tabiclv2,3,full,hard,0.0,,1.7282050156391797,9.943337491982653e-14
marketing,tabiclv2,4,raw_only,j1,0.5,,1.6278872056329554,0.014137015807893389
marketing,tabiclv2,4,pool_only,geometric,0.5,,1.6184135887145192,0.01678329120783096
marketing,tabiclv2,4,repair_only,hard,1.0,,1.6169199876848674,2.4414874399000577e-13
marketing,tabiclv2,4,full,hard,1.0,,1.6169199876848674,2.4414874399000577e-13
marketing,tabiclv2,5,raw_only,j1,0.5,,1.7941543758895637,0.009706949310884621
marketing,tabiclv2,5,pool_only,geometric,0.75,,1.7871563576498568,0.01410956208125071
marketing,tabiclv2,5,repair_only,hard,1.0,,1.78735409631168,1.8696418992527643e-13
marketing,tabiclv2,5,full,hard,1.0,,1.78735409631168,1.8696418992527643e-13
marketing,tabpfn3,1,raw_only,j1,0.5,,1.7710580219621745,0.008743968561991722
marketing,tabpfn3,1,pool_only,geometric,1.0,,1.7710580219621745,0.008743968561991734
marketing,tabpfn3,1,repair_only,soft,1.0,0.03,1.771008388683213,0.008507461904613805
marketing,tabpfn3,1,full,j1,0.5,,1.7710580219621745,0.008743968561991722
marketing,tabpfn3,2,raw_only,j1,0.5,,1.8173633613513391,0.008825843285333323
marketing,tabpfn3,2,pool_only,geometric,0.75,,1.8193146697859046,0.007521767928111554
marketing,tabpfn3,2,repair_only,soft,1.0,3.0,1.8240857034447024,0.002320643933977522
marketing,tabpfn3,2,full,soft,1.0,3.0,1.8240857034447024,0.002320643933977522
marketing,tabpfn3,3,raw_only,j2,0.5,,1.7061915073511924,0.004263480993489943
marketing,tabpfn3,3,pool_only,geometric,0.0,,1.7061915073511924,0.004263480993489954
marketing,tabpfn3,3,repair_only,hard,0.0,,1.691087349155191,5.469844536290836e-14
marketing,tabpfn3,3,full,hard,0.0,,1.691087349155191,5.469844536290836e-14
marketing,tabpfn3,4,raw_only,j1,0.5,,1.5855930709152406,0.003728216757433892
marketing,tabpfn3,4,pool_only,geometric,1.0,,1.5855930709152406,0.003728216757433911
marketing,tabpfn3,4,repair_only,soft,1.0,0.03,1.585511589962804,0.0036259125679543314
marketing,tabpfn3,4,full,j1,0.5,,1.5855930709152406,0.003728216757433892
marketing,tabpfn3,5,raw_only,j2,0.5,,1.7350775343791702,0.008427861876214273
marketing,tabpfn3,5,pool_only,geometric,0.0,,1.7350775343791702,0.008427861876214278
marketing,tabpfn3,5,repair_only,soft,0.0,0.03,1.7350463025638592,0.008199346724017415
marketing,tabpfn3,5,full,j2,0.5,,1.7350775343791702,0.008427861876214273
marketing,catboost,1,raw_only,j1,0.5,,1.8444115978402384,0.008233688272611204
marketing,catboost,1,pool_only,geometric,0.5,,1.82786903234604,0.01906068259996545
marketing,catboost,1,repair_only,hard,1.0,,1.8379381888085495,4.7397659798734115e-15
marketing,catboost,1,full,hard,1.0,,1.8379381888085495,4.7397659798734115e-15
marketing,catboost,2,raw_only,j2,0.5,,1.8788151705315594,0.024044774635506104
marketing,catboost,2,pool_only,geometric,0.0,,1.8788151705315592,0.024044774635506104
marketing,catboost,2,repair_only,soft,0.0,0.03,1.8784766488754356,0.023351174407097816
marketing,catboost,2,full,j2,0.5,,1.8788151705315594,0.024044774635506104
marketing,catboost,3,raw_only,j2,0.5,,1.734598365401375,0.023740219021124803
marketing,catboost,3,pool_only,geometric,0.0,,1.734598365401375,0.023740219021124803
marketing,catboost,3,repair_only,hard,0.0,,1.74521486270358,6.549966867714155e-15
marketing,catboost,3,full,hard,0.0,,1.74521486270358,6.549966867714155e-15
marketing,catboost,4,raw_only,j2,0.5,,1.7097606138415387,0.023310823399253777
marketing,catboost,4,pool_only,geometric,0.0,,1.7097606138415387,0.023310823399253777
marketing,catboost,4,repair_only,hard,0.0,,1.7225971747575621,9.119702538171008e-14
marketing,catboost,4,full,hard,0.0,,1.7225971747575621,9.119702538171008e-14
marketing,catboost,5,raw_only,j1,0.5,,1.8394642150485225,0.00689484774585019
marketing,catboost,5,pool_only,geometric,0.75,,1.842209524980336,0.010653848187634544
marketing,catboost,5,repair_only,hard,1.0,,1.8383907505464419,4.127166544718591e-13
marketing,catboost,5,full,hard,1.0,,1.8383907505464419,4.127166544718591e-13
phishing,tabiclv2,1,raw_only,j1,0.5,,0.7186623403807038,0.028335903970892105
phishing,tabiclv2,1,pool_only,geometric,0.5,,0.7248906727479366,0.029590973791282713
phishing,tabiclv2,1,repair_only,soft,0.5,0.03,0.7255682429896478,0.029060770766597348
phishing,tabiclv2,1,full,geometric,0.5,,0.7248906727479366,0.029590973791282713
phishing,tabiclv2,2,raw_only,j1,0.5,,0.7877442525101914,0.02352994353646488
phishing,tabiclv2,2,pool_only,geometric,0.75,,0.7856156703290771,0.02581029425595289
phishing,tabiclv2,2,repair_only,soft,0.75,0.03,0.7860899960378127,0.025393647980773967
phishing,tabiclv2,2,full,geometric,0.75,,0.7856156703290771,0.02581029425595289
phishing,tabiclv2,3,raw_only,j1,0.5,,0.7790349835253646,0.025792038898259324
phishing,tabiclv2,3,pool_only,arithmetic,0.5,,0.7780699041562833,0.02744798502792059
phishing,tabiclv2,3,repair_only,soft,0.0,1.0,0.7969863356268072,0.020209702195143203
phishing,tabiclv2,3,full,soft,0.0,1.0,0.7969863356268072,0.020209702195143203
phishing,tabiclv2,4,raw_only,j1,0.5,,0.8555414182277099,0.024590430745236286
phishing,tabiclv2,4,pool_only,geometric,0.5,,0.8419167915769024,0.02541313900432425
phishing,tabiclv2,4,repair_only,soft,0.5,0.03,0.8420282999721044,0.0250870956276643
phishing,tabiclv2,4,full,geometric,0.5,,0.8419167915769024,0.02541313900432425
phishing,tabiclv2,5,raw_only,j1,0.5,,1.062749739436644,0.02461056456613869
phishing,tabiclv2,5,pool_only,geometric,1.0,,1.062749739436644,0.024610564566138707
phishing,tabiclv2,5,repair_only,soft,1.0,0.03,1.0624629623962965,0.02420879719212961
phishing,tabiclv2,5,full,j1,0.5,,1.062749739436644,0.02461056456613869
phishing,tabpfn3,1,raw_only,j1,0.5,,0.7232173986730612,0.0207064927671487
phishing,tabpfn3,1,pool_only,geometric,1.0,,0.7232173986730612,0.020706492767148706
phishing,tabpfn3,1,repair_only,soft,1.0,0.03,0.7233823150005347,0.020422233227277483
phishing,tabpfn3,1,full,j1,0.5,,0.7232173986730612,0.0207064927671487
phishing,tabpfn3,2,raw_only,j2,0.5,,0.7775508336712975,0.02617383300626431
phishing,tabpfn3,2,pool_only,geometric,0.0,,0.7775508336712975,0.02617383300626431
phishing,tabpfn3,2,repair_only,soft,0.0,0.03,0.7779653280519453,0.025805525101445168
phishing,tabpfn3,2,full,j2,0.5,,0.7775508336712975,0.02617383300626431
phishing,tabpfn3,3,raw_only,j1,0.5,,0.7972056188866359,0.02050377246328397
phishing,tabpfn3,3,pool_only,geometric,0.75,,0.7942369610355615,0.02224118093442369
phishing,tabpfn3,3,repair_only,soft,0.75,0.03,0.7946974044900401,0.021888174506599543
phishing,tabpfn3,3,full,geometric,0.75,,0.7942369610355615,0.02224118093442369
phishing,tabpfn3,4,raw_only,j2,0.5,,0.8509875956977215,0.024224218196640328
phishing,tabpfn3,4,pool_only,geometric,0.0,,0.8509875956977215,0.024224218196640328
phishing,tabpfn3,4,repair_only,soft,0.0,0.03,0.8510357617835821,0.02392406714579559
phishing,tabpfn3,4,full,j2,0.5,,0.8509875956977215,0.024224218196640328
phishing,tabpfn3,5,raw_only,j1,0.5,,1.0189454296317906,0.015354754149888959
phishing,tabpfn3,5,pool_only,geometric,1.0,,1.0189454296317906,0.015354754149888973
phishing,tabpfn3,5,repair_only,soft,0.0,10.0,1.0343277292752449,0.0030257490157809866
phishing,tabpfn3,5,full,soft,0.0,10.0,1.0343277292752449,0.0030257490157809866
phishing,catboost,1,raw_only,j2,0.5,,0.9614053926637163,0.030896278538598426
phishing,catboost,1,pool_only,geometric,0.25,,0.955669479748482,0.02867059207395726
phishing,catboost,1,repair_only,soft,0.25,1.0,0.9588336522605313,0.017428626418994515
phishing,catboost,1,full,soft,0.25,1.0,0.9588336522605313,0.017428626418994515
phishing,catboost,2,raw_only,j2,0.5,,1.0294975251695342,0.041632976113749554
phishing,catboost,2,pool_only,geometric,0.25,,1.0320877826790906,0.040174240492837784
phishing,catboost,2,repair_only,soft,0.0,1.0,1.0264408289957196,0.028818033576494786
phishing,catboost,2,full,soft,0.0,1.0,1.0264408289957196,0.028818033576494786
phishing,catboost,3,raw_only,j2,0.5,,0.9883682946944226,0.03703566352198079
phishing,catboost,3,pool_only,geometric,0.0,,0.9883682946944226,0.0370356635219808
phishing,catboost,3,repair_only,soft,0.0,3.0,0.9801301303792398,0.015464319675964046
phishing,catboost,3,full,soft,0.0,3.0,0.9801301303792398,0.015464319675964046
phishing,catboost,4,raw_only,j2,0.5,,1.0780682443081433,0.0359229181319351
phishing,catboost,4,pool_only,geometric,0.5,,1.06862639327439,0.033367038302962074
phishing,catboost,4,repair_only,soft,0.5,0.3,1.068791875374727,0.02699616274950778
phishing,catboost,4,full,soft,0.5,0.3,1.068791875374727,0.02699616274950778
phishing,catboost,5,raw_only,j2,0.5,,1.1771632427259724,0.03393749879954267
phishing,catboost,5,pool_only,geometric,0.0,,1.1771632427259728,0.03393749879954268
phishing,catboost,5,repair_only,soft,0.0,0.1,1.1749435153841876,0.03206970673290861
phishing,catboost,5,full,soft,0.0,0.1,1.1749435153841876,0.03206970673290861
